,P (MPa),T (°C),Specific Volume (m^3/kg),Density (kg/m^3),Specific Internal Energy (kJ/kg),Specific Enthalpy (kJ/kg),Specific Entropy [kJ/(kg K)]
2835,0.5,640.0,0.84126,1.1887,3370.87,3791.5,8.454
2836,0.5,660.0,0.85983,1.163,3406.485,3836.4,8.5027
2837,0.5,680.0,0.8784,1.1384,3442.4,3881.6,8.5506
2838,0.5,700.0,0.89696,1.1149,3478.52,3927.0,8.5977
2839,0.5,720.0,0.91551,1.0923,3514.945,3972.7,8.6443
2840,0.5,740.0,0.93405,1.0706,3551.675,4018.7,8.6901
2841,0.5,760.0,0.95259,1.0498,3588.705,4065.0,8.7353
2842,0.5,780.0,0.97113,1.0297,3626.035,4111.6,8.78
2843,0.5,800.0,0.98966,1.0104,3663.57,4158.4,8.824
2844,0.5,820.0,1.0082,0.99188,3701.4,4205.5,8.8675
2845,0.5,840.0,1.0267,0.97398,3739.45,4252.8,8.9104
2846,0.5,860.0,1.0452,0.95673,3777.9,4300.5,8.9528
2847,0.5,880.0,1.0637,0.94007,3816.55,4348.4,8.9947
2848,0.5,900.0,1.0823,0.92399,3855.45,4396.6,9.0362
2849,0.5,920.0,1.1008,0.90845,3894.6,4445.0,9.0771
2850,0.5,940.0,1.1193,0.89343,3934.05,4493.7,9.1176
2851,0.5,960.0,1.1378,0.8789,3973.8,4542.7,9.1576
2852,0.5,980.0,1.1563,0.86483,4013.75,4591.9,9.1972
2853,0.5,1000.0,1.1748,0.85121,4054.0,4641.4,9.2364
2854,0.5,1100.0,1.2673,0.7891,4258.95,4892.6,9.4263
2855,0.5,1200.0,1.3597,0.73545,4469.95,5149.8,9.6071
2856,0.5,1300.0,1.4521,0.68864,4686.55,5412.6,9.7797
2857,0.5,1400.0,1.5445,0.64745,4908.35,5680.6,9.9448
2858,0.5,1500.0,1.6369,0.61091,5135.05,5953.5,10.103
2859,0.5,1600.0,1.7293,0.57828,5366.05,6230.7,10.255
2860,0.5,1800.0,1.914,0.52247,5840.0,6797.0,10.542
2861,0.5,2000.0,2.0987,0.47649,6327.55,7376.9,10.809
2862,0.55,0.0,0.00099993,1000.07,-0.0299615,0.52,-0.00012
2863,0.55,5.0,0.00099981,1000.19,21.0201045,21.57,0.07624
2864,0.55,10.0,0.00100008,999.92,42.009956,42.56,0.15104
2865,0.55,15.0,0.00100069,999.31,62.9596205,63.51,0.22438
2866,0.55,20.0,0.00100159,998.41,83.8791255,84.43,0.29637
2867,0.55,25.0,0.00100276,997.25,104.788482,105.34,0.36708
2868,0.55,30.0,0.00100417,995.85,125.6777065,126.23,0.43659
2869,0.55,35.0,0.0010058,994.23,146.56681,147.12,0.50494
2870,0.55,40.0,0.00100764,992.41,167.455798,168.01,0.57219
2871,0.55,45.0,0.00100968,990.41,188.354676,188.91,0.63838
2872,0.55,50.0,0.00101191,988.23,209.2534495,209.81,0.70356
2873,0.55,55.0,0.00101431,985.89,230.1521295,230.71,0.76776
2874,0.55,60.0,0.00101689,983.39,251.0707105,251.63,0.83101
2875,0.55,65.0,0.00101963,980.75,271.9892035,272.55,0.89336
2876,0.55,70.0,0.00102253,977.96,292.9276085,293.49,0.95482
2877,0.55,75.0,0.0010256,975.04,313.87592,314.44,1.0154
2878,0.55,80.0,0.00102882,971.99,334.844149,335.41,1.0752
2879,0.55,85.0,0.00103219,968.81,355.8322955,356.4,1.1343
2880,0.55,90.0,0.00103572,965.51,376.840354,377.41,1.1925
2881,0.55,95.0,0.0010394,962.1,397.86833,398.44,1.25
2882,0.55,100.0,0.00104323,958.56,418.9262235,419.5,1.3069
2883,0.55,105.0,0.00104722,954.91,440.014029,440.59,1.363
2884,0.55,110.0,0.00105136,951.14,461.131752,461.71,1.4185
2885,0.55,115.0,0.00105567,947.27,482.2893815,482.87,1.4733
2886,0.55,120.0,0.00106013,943.28,503.4769285,504.06,1.5276
2887,0.55,125.0,0.00106475,939.19,524.7043875,525.29,1.5813
2888,0.55,130.0,0.00106954,934.98,545.981753,546.57,1.6344
2889,0.55,135.0,0.0010745,930.66,567.309025,567.9,1.687
2890,0.55,140.0,0.00107964,926.24,588.686198,589.28,1.739
2891,0.55,145.0,0.00108495,921.7,610.1232775,610.72,1.7906
2892,0.55,150.0,0.00109045,917.05,631.6202525,632.22,1.8417
2893,0.55,155.0,0.00109615,912.29,653.1871175,653.79,1.8924
2894,0.55,155.456,0.00109668,911.85,655.156826,655.76,1.897
2895,0.55,155.456,0.3426,2.9189,2563.87,2752.3,6.7886
2896,0.55,160.0,0.34715,2.8806,2572.3675,2763.3,6.814
2897,0.55,165.0,0.35208,2.8403,2581.456,2775.1,6.841
2898,0.55,170.0,0.35695,2.8015,2590.2775,2786.6,6.8673
2899,0.55,175.0,0.36177,2.7642,2599.0265,2798.0,6.8928
2900,0.55,180.0,0.36654,2.7282,2607.703,2809.3,6.9178
2901,0.55,185.0,0.37127,2.6935,2616.2015,2820.4,6.9422
2902,0.55,190.0,0.37597,2.6598,2624.6165,2831.4,6.9662
2903,0.55,195.0,0.38063,2.6272,2633.0535,2842.4,6.9897
2904,0.55,200.0,0.38527,2.5956,2641.3015,2853.2,7.0128
2905,0.55,210.0,0.39447,2.5351,2657.8415,2874.8,7.0579
2906,0.55,220.0,0.40358,2.4778,2674.131,2896.1,7.1016
2907,0.55,230.0,0.41261,2.4236,2690.3645,2917.3,7.1441
2908,0.55,240.0,0.42159,2.372,2706.4255,2938.3,7.1855
2909,0.55,250.0,0.43051,2.3228,2722.5195,2959.3,7.2259
2910,0.55,260.0,0.43938,2.2759,2738.541,2980.2,7.2655
2911,0.55,270.0,0.44821,2.2311,2754.4845,3001.0,7.3041
2912,0.55,280.0,0.45701,2.1882,2770.4445,3021.8,7.3421
2913,0.55,290.0,0.46577,2.147,2786.3265,3042.5,7.3793
2914,0.55,300.0,0.47451,2.1075,2802.3195,3063.3,7.4158
2915,0.55,310.0,0.48322,2.0695,2818.229,3084.0,7.4517
2916,0.55,320.0,0.49191,2.0329,2834.2495,3104.8,7.4869
2917,0.55,330.0,0.50057,1.9977,2850.1865,3125.5,7.5216
2918,0.55,340.0,0.50922,1.9638,2866.229,3146.3,7.5558
2919,0.55,350.0,0.51786,1.931,2882.277,3167.1,7.5894
2920,0.55,360.0,0.52647,1.8994,2898.3415,3187.9,7.6226
2921,0.55,370.0,0.53508,1.8689,2914.506,3208.8,7.6553
2922,0.55,380.0,0.54367,1.8394,2930.6815,3229.7,7.6875
2923,0.55,390.0,0.55225,1.8108,2946.8625,3250.6,7.7193
2924,0.55,400.0,0.56082,1.7831,2963.149,3271.6,7.7507
2925,0.55,410.0,0.56937,1.7563,2979.4465,3292.6,7.7817
2926,0.55,420.0,0.57792,1.7303,2995.744,3313.6,7.8123
2927,0.55,430.0,0.58647,1.7051,3012.1415,3334.7,7.8425
2928,0.55,440.0,0.595,1.6807,3028.65,3355.9,7.8724
2929,0.55,450.0,0.60353,1.6569,3045.1585,3377.1,7.9019
2930,0.55,460.0,0.61205,1.6339,3061.7725,3398.4,7.9311
2931,0.55,470.0,0.62056,1.6114,3078.392,3419.7,7.96
2932,0.55,480.0,0.62907,1.5897,3095.0115,3441.0,7.9885
2933,0.55,490.0,0.63757,1.5685,3111.8365,3462.5,8.0168
2934,0.55,500.0,0.64607,1.5478,3128.5615,3483.9,8.0447
2935,0.55,520.0,0.66305,1.5082,3162.4225,3527.1,8.0998
2936,0.55,540.0,0.68001,1.4706,3196.3945,3570.4,8.1538
2937,0.55,560.0,0.69696,1.4348,3230.772,3614.1,8.2068
2938,0.55,580.0,0.71389,1.4008,3265.2605,3657.9,8.2589
2939,0.55,600.0,0.73082,1.3683,3300.149,3702.1,8.31
2940,0.55,620.0,0.74773,1.3374,3335.2485,3746.5,8.3603
2941,0.55,640.0,0.76463,1.3078,3370.5535,3791.1,8.4097
2942,0.55,660.0,0.78153,1.2795,3406.2585,3836.1,8.4584
2943,0.55,680.0,0.79842,1.2525,3442.169,3881.3,8.5063
2944,0.55,700.0,0.8153,1.2265,3478.285,3926.7,8.5535
2945,0.55,720.0,0.83217,1.2017,3514.8065,3972.5,8.6
2946,0.55,740.0,0.84904,1.1778,3551.528,4018.5,8.6459
2947,0.55,760.0,0.8659,1.1549,3588.555,4064.8,8.6912
2948,0.55,780.0,0.88276,1.1328,3625.782,4111.3,8.7358
2949,0.55,800.0,0.89961,1.1116,3663.4145,4158.2,8.7798
2950,0.55,820.0,0.91646,1.0912,3701.247,4205.3,8.8233
2951,0.55,840.0,0.9333,1.0715,3739.285,4252.6,8.8663
2952,0.55,860.0,0.95015,1.0525,3777.7175,4300.3,8.9087
2953,0.55,880.0,0.96698,1.0341,3816.361,4348.2,8.9506
2954,0.55,900.0,0.98382,1.0164,3855.299,4396.4,8.992
2955,0.55,920.0,1.0007,0.99935,3894.415,4444.8,9.033
2956,0.55,940.0,1.0175,0.98282,3933.875,4493.5,9.0735
2957,0.55,960.0,1.0343,0.96683,3973.635,4542.5,9.1135
2958,0.55,980.0,1.0511,0.95135,4013.695,4591.8,9.1531
2959,0.55,1000.0,1.068,0.93637,4053.9,4641.3,9.1923
2960,0.55,1100.0,1.152,0.86802,4258.9,4892.5,9.3822
2961,0.55,1200.0,1.2361,0.809,4469.845,5149.7,9.563
2962,0.55,1300.0,1.3201,0.7575,4686.545,5412.6,9.7356
2963,0.55,1400.0,1.4041,0.71218,4908.345,5680.6,9.9008
2964,0.55,1500.0,1.4881,0.67199,5134.945,5953.4,10.059
2965,0.55,1600.0,1.5721,0.63609,5366.045,6230.7,10.211
2966,0.55,1800.0,1.74,0.57471,5839.9,6796.9,10.498
2967,0.55,2000.0,1.9079,0.52413,6327.555,7376.9,10.765
2968,0.6,0.0,0.0009999,1000.1,-0.02994,0.57,-0.00011
2969,0.6,5.0,0.00099979,1000.21,21.020126,21.62,0.07624
2970,0.6,10.0,0.00100006,999.94,42.009964,42.61,0.15103
2971,0.6,15.0,0.00100067,999.34,62.949598,63.55,0.22437
2972,0.6,20.0,0.00100157,998.44,83.879058,84.48,0.29636
2973,0.6,25.0,0.00100273,997.27,104.778362,105.38,0.36707
2974,0.6,30.0,0.00100415,995.87,125.67751,126.28,0.43657
2975,0.6,35.0,0.00100578,994.25,146.566532,147.17,0.50492
2976,0.6,40.0,0.00100762,992.44,167.455428,168.06,0.57217
2977,0.6,45.0,0.00100966,990.43,188.344204,188.95,0.63836
2978,0.6,50.0,0.00101189,988.25,209.242866,209.85,0.70354
2979,0.6,55.0,0.00101429,985.91,230.141426,230.75,0.76773
2980,0.6,60.0,0.00101687,983.41,251.059878,251.67,0.83098
2981,0.6,65.0,0.00101961,980.77,271.978234,272.59,0.89333
2982,0.6,70.0,0.00102251,977.98,292.916494,293.53,0.95479
2983,0.6,75.0,0.00102557,975.06,313.864658,314.48,1.0154
2984,0.6,80.0,0.00102879,972.01,334.832726,335.45,1.0752
2985,0.6,85.0,0.00103217,968.84,355.820698,356.44,1.1342
2986,0.6,90.0,0.00103569,965.54,376.828586,377.45,1.1925
2987,0.6,95.0,0.00103937,962.12,397.856378,398.48,1.25
2988,0.6,100.0,0.00104321,958.58,418.914074,419.54,1.3068
2989,0.6,105.0,0.00104719,954.93,440.001686,440.63,1.363
2990,0.6,110.0,0.00105134,951.17,461.119196,461.75,1.4184
2991,0.6,115.0,0.00105564,947.29,482.266616,482.9,1.4733
2992,0.6,120.0,0.0010601,943.31,503.45394,504.09,1.5275
2993,0.6,125.0,0.00106472,939.21,524.691168,525.33,1.5812
2994,0.6,130.0,0.00106951,935.01,545.968294,546.61,1.6343
2995,0.6,135.0,0.00107447,930.69,567.285318,567.93,1.6869
2996,0.6,140.0,0.00107961,926.26,588.672234,589.32,1.739
2997,0.6,145.0,0.00108492,921.73,610.109048,610.76,1.7905
2998,0.6,150.0,0.00109042,917.08,631.605748,632.26,1.8417
2999,0.6,155.0,0.00109611,912.32,653.162334,653.82,1.8923
3000,0.6,158.826,0.0011006,908.59,669.71964,670.38,1.9308
3001,0.6,158.826,0.31558,3.1687,2566.752,2756.1,6.7592
3002,0.6,160.0,0.31668,3.1578,2568.992,2759.0,6.7659
3003,0.6,165.0,0.32129,3.1124,2578.326,2771.1,6.7937
3004,0.6,170.0,0.32583,3.069,2587.502,2783.0,6.8206
3005,0.6,175.0,0.33032,3.0274,2596.408,2794.6,6.8466
3006,0.6,180.0,0.33475,2.9873,2605.15,2806.0,6.872
3007,0.6,185.0,0.33915,2.9486,2613.81,2817.3,6.8968
3008,0.6,190.0,0.3435,2.9112,2622.4,2828.5,6.9211
3009,0.6,195.0,0.34783,2.875,2630.902,2839.6,6.9449
3010,0.6,200.0,0.35212,2.8399,2639.328,2850.6,6.9683
3011,0.6,210.0,0.36063,2.7729,2656.022,2872.4,7.0139
3012,0.6,220.0,0.36905,2.7097,2672.47,2893.9,7.058
3013,0.6,230.0,0.3774,2.6497,2688.86,2915.3,7.1008
3014,0.6,240.0,0.38568,2.5929,2705.092,2936.5,7.1426
3015,0.6,250.0,0.3939,2.5387,2721.26,2957.6,7.1832
3016,0.6,260.0,0.40208,2.4871,2737.252,2978.5,7.223
3017,0.6,270.0,0.41021,2.4378,2753.374,2999.5,7.2619
3018,0.6,280.0,0.41831,2.3906,2769.314,3020.3,7.3
3019,0.6,290.0,0.42638,2.3453,2785.372,3041.2,7.3373
3020,0.6,300.0,0.43442,2.3019,2801.348,3062.0,7.374
3021,0.6,310.0,0.44243,2.2602,2817.342,3082.8,7.41
3022,0.6,320.0,0.45042,2.2201,2833.348,3103.6,7.4453
3023,0.6,330.0,0.45839,2.1815,2849.366,3124.4,7.4801
3024,0.6,340.0,0.46634,2.1444,2865.496,3145.3,7.5144
3025,0.6,350.0,0.47427,2.1085,2881.538,3166.1,7.5481
3026,0.6,360.0,0.48219,2.0739,2897.686,3187.0,7.5813
3027,0.6,370.0,0.4901,2.0404,2913.84,3207.9,7.6141
3028,0.6,380.0,0.49799,2.0081,2930.006,3228.8,7.6464
3029,0.6,390.0,0.50587,1.9768,2946.278,3249.8,7.6782
3030,0.6,400.0,0.51374,1.9465,2962.556,3270.8,7.7097
3031,0.6,410.0,0.5216,1.9172,2978.84,3291.8,7.7407
3032,0.6,420.0,0.52945,1.8887,2995.23,3312.9,7.7713
3033,0.6,430.0,0.53729,1.8612,3011.626,3334.0,7.8016
3034,0.6,440.0,0.54513,1.8344,3028.122,3355.2,7.8315
3035,0.6,450.0,0.55296,1.8085,3044.724,3376.5,7.8611
3036,0.6,460.0,0.56078,1.7832,3061.232,3397.7,7.8903
3037,0.6,470.0,0.56859,1.7587,3077.946,3419.1,7.9192
3038,0.6,480.0,0.5764,1.7349,3094.66,3440.5,7.9478
3039,0.6,490.0,0.5842,1.7117,3111.38,3461.9,7.9761
3040,0.6,500.0,0.592,1.6892,3128.2,3483.4,8.0041
3041,0.6,520.0,0.60758,1.6459,3162.052,3526.6,8.0592
3042,0.6,540.0,0.62315,1.6048,3196.11,3570.0,8.1132
3043,0.6,560.0,0.6387,1.5657,3230.38,3613.6,8.1663
3044,0.6,580.0,0.65424,1.5285,3264.956,3657.5,8.2183
3045,0.6,600.0,0.66976,1.4931,3299.844,3701.7,8.2695
3046,0.6,620.0,0.68528,1.4593,3334.932,3746.1,8.3198
3047,0.6,640.0,0.70078,1.427,3370.332,3790.8,8.3693
3048,0.6,660.0,0.71628,1.3961,3405.932,3835.7,8.418
3049,0.6,680.0,0.73176,1.3666,3441.844,3880.9,8.4659
3050,0.6,700.0,0.74725,1.3382,3478.05,3926.4,8.5131
3051,0.6,720.0,0.76272,1.3111,3514.568,3972.2,8.5597
3052,0.6,740.0,0.77819,1.285,3551.286,4018.2,8.6056
3053,0.6,760.0,0.79365,1.26,3588.31,4064.5,8.6508
3054,0.6,780.0,0.80911,1.2359,3625.634,4111.1,8.6954
3055,0.6,800.0,0.82457,1.2128,3663.158,4157.9,8.7395
3056,0.6,820.0,0.84002,1.1904,3700.988,4205.0,8.783
3057,0.6,840.0,0.85547,1.169,3739.118,4252.4,8.826
3058,0.6,860.0,0.87091,1.1482,3777.554,4300.1,8.8684
3059,0.6,880.0,0.88635,1.1282,3816.19,4348.0,8.9103
3060,0.6,900.0,0.90178,1.1089,3855.132,4396.2,8.9518
3061,0.6,920.0,0.91722,1.0903,3894.368,4444.7,8.9927
3062,0.6,940.0,0.93265,1.0722,3933.81,4493.4,9.0332
3063,0.6,960.0,0.94808,1.0548,3973.552,4542.4,9.0733
3064,0.6,980.0,0.96351,1.0379,4013.494,4591.6,9.1129
3065,0.6,1000.0,0.97893,1.0215,4053.742,4641.1,9.1521
3066,0.6,1100.0,1.056,0.94695,4258.8,4892.4,9.342
3067,0.6,1200.0,1.1331,0.88254,4469.74,5149.6,9.5228
3068,0.6,1300.0,1.2101,0.82636,4686.44,5412.5,9.6954
3069,0.6,1400.0,1.2871,0.77692,4908.24,5680.5,9.8606
3070,0.6,1500.0,1.3641,0.73307,5134.94,5953.4,10.019
3071,0.6,1600.0,1.4411,0.69391,5365.94,6230.6,10.171
3072,0.6,1800.0,1.5951,0.62694,5839.84,6796.9,10.458
3073,0.6,2000.0,1.749,0.57177,6327.4,7376.8,10.725
3074,0.65,0.0,0.00099988,1000.12,-0.029922,0.62,-0.00011
3075,0.65,5.0,0.00099976,1000.24,21.020156,21.67,0.07624
3076,0.65,10.0,0.00100004,999.96,41.999974,42.65,0.15103
3077,0.65,15.0,0.00100064,999.36,62.949584,63.6,0.22437
3078,0.65,20.0,0.00100154,998.46,83.868999,84.52,0.29635
3079,0.65,25.0,0.00100271,997.3,104.7782385,105.43,0.36706
3080,0.65,30.0,0.00100412,995.89,125.667322,126.32,0.43656
3081,0.65,35.0,0.00100576,994.28,146.556256,147.21,0.50491
3082,0.65,40.0,0.0010076,992.46,167.44506,168.1,0.57215
3083,0.65,45.0,0.00100964,990.45,188.333734,188.99,0.63834
3084,0.65,50.0,0.00101186,988.27,209.232291,209.89,0.70351
3085,0.65,55.0,0.00101427,985.93,230.1407245,230.8,0.76771
3086,0.65,60.0,0.00101684,983.44,251.049054,251.71,0.83096
3087,0.65,65.0,0.00101958,980.79,271.967273,272.63,0.8933
3088,0.65,70.0,0.00102249,978.01,292.9053815,293.57,0.95476
3089,0.65,75.0,0.00102555,975.09,313.8533925,314.52,1.0154
3090,0.65,80.0,0.00102877,972.04,334.8212995,335.49,1.0752
3091,0.65,85.0,0.00103214,968.86,355.809109,356.48,1.1342
3092,0.65,90.0,0.00103567,965.56,376.8168145,377.49,1.1924
3093,0.65,95.0,0.00103935,962.14,397.8444225,398.52,1.25
3094,0.65,100.0,0.00104318,958.61,418.901933,419.58,1.3068
3095,0.65,105.0,0.00104717,954.96,439.9893395,440.67,1.3629
3096,0.65,110.0,0.00105131,951.19,461.0966485,461.78,1.4184
3097,0.65,115.0,0.00105561,947.32,482.2538535,482.94,1.4733
3098,0.65,120.0,0.00106007,943.33,503.4409545,504.13,1.5275
3099,0.65,125.0,0.00106469,939.24,524.6679515,525.36,1.5812
3100,0.65,130.0,0.00106948,935.03,545.944838,546.64,1.6343
3101,0.65,135.0,0.00107444,930.72,567.271614,567.97,1.6869
3102,0.65,140.0,0.00107957,926.29,588.6482795,589.35,1.7389
3103,0.65,145.0,0.00108489,921.75,610.0848215,610.79,1.7905
3104,0.65,150.0,0.00109039,917.11,631.5812465,632.29,1.8416
3105,0.65,155.0,0.00109608,912.35,653.137548,653.85,1.8923
3106,0.65,160.0,0.00110197,907.47,674.7737195,675.49,1.9425
3107,0.65,161.98,0.00110436,905.51,683.362166,684.08,1.9623
3108,0.65,161.98,0.29259,3.4177,2569.4165,2759.6,6.7322
3109,0.65,165.0,0.29521,3.3874,2575.2135,2767.1,6.7494
3110,0.65,170.0,0.29948,3.3391,2584.538,2779.2,6.7769
3111,0.65,175.0,0.30369,3.2929,2593.7015,2791.1,6.8035
3112,0.65,180.0,0.30784,3.2484,2602.604,2802.7,6.8293
3113,0.65,185.0,0.31195,3.2056,2611.4325,2814.2,6.8546
3114,0.65,190.0,0.31602,3.1643,2620.187,2825.6,6.8792
3115,0.65,195.0,0.32006,3.1244,2628.761,2836.8,6.9033
3116,0.65,200.0,0.32406,3.0858,2637.361,2848.0,6.927
3117,0.65,210.0,0.33199,3.0121,2654.2065,2870.0,6.9731
3118,0.65,220.0,0.33983,2.9426,2670.8105,2891.7,7.0176
3119,0.65,230.0,0.34759,2.8769,2687.2665,2913.2,7.0608
3120,0.65,240.0,0.35528,2.8146,2703.668,2934.6,7.1028
3121,0.65,250.0,0.36292,2.7554,2719.902,2955.8,7.1437
3122,0.65,260.0,0.37051,2.699,2736.0685,2976.9,7.1837
3123,0.65,270.0,0.37806,2.6451,2752.161,2997.9,7.2228
3124,0.65,280.0,0.38557,2.5936,2768.2795,3018.9,7.2611
3125,0.65,290.0,0.39305,2.5442,2784.3175,3039.8,7.2986
3126,0.65,300.0,0.40049,2.4969,2800.3815,3060.7,7.3353
3127,0.65,310.0,0.40792,2.4515,2816.452,3081.6,7.3715
3128,0.65,320.0,0.41532,2.4078,2832.542,3102.5,7.407
3129,0.65,330.0,0.4227,2.3658,2848.645,3123.4,7.4419
3130,0.65,340.0,0.43006,2.3253,2864.661,3144.2,7.4762
3131,0.65,350.0,0.4374,2.2862,2880.79,3165.1,7.51
3132,0.65,360.0,0.44473,2.2486,2897.0255,3186.1,7.5433
3133,0.65,370.0,0.45204,2.2122,2913.174,3207.0,7.5761
3134,0.65,380.0,0.45934,2.177,2929.429,3228.0,7.6085
3135,0.65,390.0,0.46663,2.143,2945.6905,3249.0,7.6404
3136,0.65,400.0,0.47391,2.1101,2961.9585,3270.0,7.6719
3137,0.65,410.0,0.48118,2.0782,2978.333,3291.1,7.7029
3138,0.65,420.0,0.48844,2.0473,2994.714,3312.2,7.7336
3139,0.65,430.0,0.49569,2.0174,3011.2015,3333.4,7.7639
3140,0.65,440.0,0.50293,1.9883,3027.6955,3354.6,7.7939
3141,0.65,450.0,0.51017,1.9601,3044.1895,3375.8,7.8235
3142,0.65,460.0,0.5174,1.9328,3060.79,3397.1,7.8527
3143,0.65,470.0,0.52462,1.9061,3077.497,3418.5,7.8817
3144,0.65,480.0,0.53184,1.8803,3094.204,3439.9,7.9103
3145,0.65,490.0,0.53905,1.8551,3110.9175,3461.3,7.9386
3146,0.65,500.0,0.54625,1.8306,3127.8375,3482.9,7.9666
3147,0.65,520.0,0.56065,1.7836,3161.6775,3526.1,8.0218
3148,0.65,540.0,0.57503,1.739,3195.7305,3569.5,8.0759
3149,0.65,560.0,0.5894,1.6966,3230.09,3613.2,8.1289
3150,0.65,580.0,0.60376,1.6563,3264.656,3657.1,8.181
3151,0.65,600.0,0.6181,1.6179,3299.535,3701.3,8.2322
3152,0.65,620.0,0.63243,1.5812,3334.6205,3745.7,8.2825
3153,0.65,640.0,0.64675,1.5462,3370.0125,3790.4,8.332
3154,0.65,660.0,0.66106,1.5127,3405.711,3835.4,8.3808
3155,0.65,680.0,0.67537,1.4807,3441.6095,3880.6,8.4287
3156,0.65,700.0,0.68967,1.45,3477.8145,3926.1,8.476
3157,0.65,720.0,0.70396,1.4205,3514.326,3971.9,8.5225
3158,0.65,740.0,0.71824,1.3923,3551.044,4017.9,8.5684
3159,0.65,760.0,0.73252,1.3651,3588.162,4064.3,8.6137
3160,0.65,780.0,0.7468,1.339,3625.38,4110.8,8.6583
3161,0.65,800.0,0.76107,1.3139,3663.0045,4157.7,8.7024
3162,0.65,820.0,0.77534,1.2898,3700.829,4204.8,8.7459
3163,0.65,840.0,0.7896,1.2665,3738.96,4252.2,8.7889
3164,0.65,860.0,0.80386,1.244,3777.391,4299.9,8.8313
3165,0.65,880.0,0.81812,1.2223,3816.022,4347.8,8.8732
3166,0.65,900.0,0.83237,1.2014,3854.9595,4396.0,8.9147
3167,0.65,920.0,0.84662,1.1812,3894.197,4444.5,8.9556
3168,0.65,940.0,0.86087,1.1616,3933.6345,4493.2,8.9962
3169,0.65,960.0,0.87512,1.1427,3973.372,4542.2,9.0362
3170,0.65,980.0,0.88936,1.1244,4013.416,4591.5,9.0758
3171,0.65,1000.0,0.9036,1.1067,4053.66,4641.0,9.115
3172,0.65,1100.0,0.97478,1.0259,4258.593,4892.2,9.305
3173,0.65,1200.0,1.0459,0.95609,4469.665,5149.5,9.4858
3174,0.65,1300.0,1.117,0.89522,4686.35,5412.4,9.6584
3175,0.65,1400.0,1.1881,0.84166,4908.235,5680.5,9.8236
3176,0.65,1500.0,1.2592,0.79415,5134.82,5953.3,9.982
3177,0.65,1600.0,1.3303,0.75172,5365.905,6230.6,10.134
3178,0.65,1800.0,1.4724,0.67917,5839.84,6796.9,10.421
3179,0.65,2000.0,1.6145,0.6194,6327.375,7376.8,10.688
3180,0.7,0.0,0.00099985,1000.15,-0.029895,0.67,-0.00011
3181,0.7,5.0,0.00099974,1000.26,21.020182,21.72,0.07624
3182,0.7,10.0,0.00100001,999.99,41.999993,42.7,0.15102
3183,0.7,15.0,0.00100062,999.38,62.949566,63.65,0.22436
3184,0.7,20.0,0.00100152,998.48,83.868936,84.57,0.29634
3185,0.7,25.0,0.00100269,997.32,104.768117,105.47,0.36704
3186,0.7,30.0,0.0010041,995.92,125.66713,126.37,0.43654
3187,0.7,35.0,0.00100574,994.3,146.555982,147.26,0.50489
3188,0.7,40.0,0.00100758,992.48,167.444694,168.15,0.57213
3189,0.7,45.0,0.00100962,990.47,188.333266,189.04,0.63832
3190,0.7,50.0,0.00101184,988.3,209.221712,209.93,0.70349
3191,0.7,55.0,0.00101425,985.95,230.130025,230.84,0.76768
3192,0.7,60.0,0.00101682,983.46,251.038226,251.75,0.83093
3193,0.7,65.0,0.00101956,980.81,271.966308,272.68,0.89327
3194,0.7,70.0,0.00102246,978.03,292.894278,293.61,0.95473
3195,0.7,75.0,0.00102553,975.11,313.842129,314.56,1.0153
3196,0.7,80.0,0.00102874,972.06,334.809882,335.53,1.0751
3197,0.7,85.0,0.00103212,968.88,355.797516,356.52,1.1342
3198,0.7,90.0,0.00103564,965.58,376.805052,377.53,1.1924
3199,0.7,95.0,0.00103932,962.17,397.832476,398.56,1.2499
3200,0.7,100.0,0.00104316,958.63,418.889788,419.62,1.3067
3201,0.7,105.0,0.00104714,954.98,439.967002,440.7,1.3629
3202,0.7,110.0,0.00105128,951.22,461.084104,461.82,1.4184
3203,0.7,115.0,0.00105558,947.34,482.231094,482.97,1.4732
3204,0.7,120.0,0.00106004,943.36,503.417972,504.16,1.5275
3205,0.7,125.0,0.00106467,939.26,524.654731,525.4,1.5811
3206,0.7,130.0,0.00106945,935.06,545.921385,546.67,1.6342
3207,0.7,135.0,0.00107441,930.74,567.247913,568.0,1.6868
3208,0.7,140.0,0.00107954,926.32,588.624322,589.38,1.7389
3209,0.7,145.0,0.00108485,921.78,610.060605,610.82,1.7904
3210,0.7,150.0,0.00109035,917.14,631.556755,632.32,1.8416
3211,0.7,155.0,0.00109604,912.37,653.112772,653.88,1.8922
3212,0.7,160.0,0.00110193,907.5,674.748649,675.52,1.9425
3213,0.7,164.946,0.00110796,902.56,696.224428,697.0,1.9918
3214,0.7,164.946,0.27277,3.666,2571.861,2762.8,6.7071
3215,0.7,165.0,0.27282,3.6654,2571.926,2762.9,6.7074
3216,0.7,170.0,0.27687,3.6118,2581.591,2775.4,6.7357
3217,0.7,175.0,0.28084,3.5607,2590.912,2787.5,6.7629
3218,0.7,180.0,0.28476,3.5118,2600.068,2799.4,6.7893
3219,0.7,185.0,0.28863,3.4647,2609.059,2811.1,6.8149
3220,0.7,190.0,0.29245,3.4193,2617.885,2822.6,6.8399
3221,0.7,195.0,0.29624,3.3756,2626.632,2834.0,6.8644
3222,0.7,200.0,0.3,3.3333,2635.3,2845.3,6.8884
